SDP,LogDet
26961.905535336,28892.9742395046
27542.610293483,26092.9711582171
26878.8022664326,26596.82102788
28485.2561964184,28183.3218849813
26263.7571966263,27389.4802217439
27695.3651051605,27115.6874500835
29739.9122211535,27899.5440143606
26168.4804415041,26723.4499408153
26911.9256285615,27365.3882860007
27655.4465132073,27954.1533907688
25289.7368079232,27792.9167116019
26401.1938900661,28470.2554913616
27040.8393912001,28186.6742367058
24043.8948960722,27711.6940440462
25230.8034615623,27455.8162351188
28547.297849845,25794.9245244039
27090.4562447098,27061.2667195741
27744.7521903681,27380.8105153939
26769.1626130337,27109.7136555273
26286.7881038044,27881.1950437619
28105.7478552177,25919.738546434
26217.1317876775,28869.3823421599
23852.3398104779,26643.7919199107
29324.4417824444,29236.6625445999
26150.002082634,26915.7951103639
29052.5162413025,27763.7793506315
27498.5412464118,27433.896569927
27735.7414738454,27278.7828126253
29007.8738766969,27439.0685154231
29783.5711207396,26979.5323609723
26421.4359097728,27093.7812374861
26915.3035728856,29364.0932140721
24813.379684724,26952.2319453886
25352.3783573247,27887.2295777605
25852.9397175588,26886.6390654103
27144.8426392926,25968.5488271667
27107.609718215,29533.3389341304
28796.7583270246,26291.3474631826
25087.5697442587,26834.1674662045
26333.4941754129,29354.3265642329
26970.96141828,28038.3023265525
27718.8460203096,26981.0032643035
26692.2480468325,27540.5250038419
27011.1665484966,29291.2267768507
25979.260871857,27317.3030513057
27011.1665484966,26886.6390654103
27568.3481459415,27389.1365955249
27787.5390717794,27421.7193559344
26488.8322448742,27363.9943379908
29729.9594742144,29568.6483595225
27975.2378529895,27923.1715251347
27101.7744944636,27567.7569854565
25430.5504777713,27311.0741734035
26492.9938216636,27611.6996543842
26745.0941099088,27773.6871310061
25443.4126008063,28467.0774888753
26477.9701670599,26439.4861291229
26489.8121068468,27073.754126484
28845.0275063295,26109.5575504133
28948.0612618453,28183.2346145099
25669.2042051643,26863.2718665343
29076.8909034881,28254.5251963247
26217.1317876775,29022.9193576981
29379.2475883151,27886.049239476
27962.0482975635,26589.2417735642
26842.6806510033,26445.7489961217
26679.4092117649,29790.7349619047
26079.9936709084,29622.4192261983
27087.9184757528,28599.6105760225
25374.6838719047,26775.2275054099
28495.1136291365,25980.2585633018
25621.8937581817,27856.4193943223
26150.002082634,27615.1196728713
27164.5934865018,26963.6575210647
29464.0160684258,29533.3389341304
26552.8476663738,29052.5162413025
28569.3222449883,26963.6575210647
26767.7673451286,28569.8589403019
27671.7605076806,27893.5382272586
26983.6864405564,26958.8254967859
26959.4954751326,27530.3933231029
29508.6339285332,27805.7271952623
26463.5796730695,28227.0382839651
28194.3313813349,29288.0559507475
29948.060151145,27536.186577494
27920.6713407557,27856.4193943223
27129.7668692524,26892.8051796189
26957.7882162312,27620.7562773087
27363.5166228866,27169.060343574
29187.2856635871,27763.7793506315
27523.2892717735,28569.8589403019
27879.1108413533,28951.4521539484
29388.7062127075,27230.0382369657
27744.1282089292,27990.7227829488
26758.0794679255,28121.6207958896
28229.1096291288,26031.5952100642
29324.4417824444,26693.5968404936
27065.2821866468,29236.6625445999
24942.9682626551,27699.9649799177
28123.4152912868,27175.8785881352
27679.183772356,28117.3208743852
27416.698189944,27893.7243049105
27799.4240190075,27001.7270031365
27127.6450387352,28344.495471804
27461.2940194821,26338.2126953452
27445.1048420862,26204.3843559836
27931.2991650874,27573.9691167857
25519.4537326906,28942.8320675776
28267.1904751384,28881.7564665088
27492.2697935692,27351.6023528469
27449.9166011499,27695.0611902263
26852.9187482068,27768.2988494318
27129.0552196448,27163.2479781276
27514.4563774088,27507.435022447
27523.6189745358,27202.8631511119
28161.0542997108,26810.3956023492
27647.6439295508,28940.8117661846
27025.5929238152,26877.6227319553
30168.0860264593,28849.8083528275
28479.4544317806,26312.1058093588
28697.131819612,27359.209034524
27211.0641745696,26243.7334516373
26317.0714403475,26382.8315377705
27465.2167497865,29103.1334640041
29054.6946740877,26927.0087555639
27039.841147702,28844.0073732327
24567.9904495122,26840.6849021216
28356.7804219896,27689.9109907679
25965.6970402847,27144.0479561934
27474.1393282143,26888.8134507004
27668.6351307269,27744.693694903
25681.0779739565,28183.3218849813
24815.7138998966,27775.2663663016
24657.9386083394,28564.2323124945
27201.0152236222,26586.8921807573
26761.7023748601,26573.9369475992
29267.8754007555,28781.0459787984
23854.3032290792,29291.3827695217
28269.2973362713,27498.7708096271
28469.6490894093,27543.6790423719
28781.0459787984,29124.6956451193
26289.0631183574,27645.3501864598
26894.4046965259,27608.8565541759
27766.0855458494,27898.3962932857
27054.5121618373,27805.7271952623
27920.5221192047,25659.2645430408
26594.0993397943,25977.0845604887
27352.5361208392,25928.0103249216
26719.8123807263,25884.0198101212
26903.3810779365,27493.2499872571
27339.6397186024,25884.0198101212
29346.7160739939,26130.2974040071
26740.3346918057,29324.4417824444
29185.3332457257,28686.8868506883
28703.4318671096,28178.6317374275
24452.1855853989,26373.6701969482
26646.455977937,29688.9403046676
25849.7105130947,27356.4570347317
27958.1176186867,26268.4867092699
26321.3606232634,26314.5274744359
28146.6348400165,28081.4179917223
26858.4900173671,27207.7130342168
26518.4417956051,27288.5049413012
27791.929225884,27451.1176931598
26657.9034331248,26415.4111884763
26179.7944431288,29446.559523552
26652.3820113815,27767.7784551357
28569.8589403019,27027.2559891343
28656.0797755303,27862.0982397207
27493.877168332,27567.7569854565
28473.9161156269,28637.5777125202
28003.0451935611,27543.5998459448
27257.5886946463,27856.4193943223
27752.3014087494,29568.6483595225
26619.8871343944,26926.7577381117
27141.8308603732,28951.4521539484
28187.7120699224,28121.6207958896
25489.3840509078,29364.0932140721
26926.1414830199,27055.0166803071
25886.8653694109,28118.3306063911
28216.7263140109,28950.6712891006
28169.6828246178,27684.436101044
27916.5413910017,27093.7812374861
27921.4097782976,29333.5298377817
27092.3906350078,27352.3773707964
29675.1281954993,28048.2552424616
28984.7366278946,27375.9065217994
26367.1181999087,26230.0326703087
29291.3827695217,27618.499860086
29873.0805778759,28970.7058436423
25411.6533339992,27240.4279832731
28115.5131920906,27564.2916434415
24674.8656638289,27182.3739826357
27414.0071273734,26000.6172557968
27297.6055229076,27800.6995590658
27895.0014163548,29266.0133638344
27137.8498668045,29288.0559507475
27243.8903260784,25791.8597525494
26689.2030712978,27645.3501864598
26351.3501400434,28673.7147247029
27209.0298987962,28704.624068406
27236.0540216914,26755.7326291019
26169.0631707586,28352.8972816949
24903.7071629976,27254.0855442181
25447.6911988533,26600.2448162233
26907.7411459224,27161.1443760324
27349.2368467164,27549.0628738913
27738.410438126,29475.9454680695
28415.8811618266,26840.3823174892
27677.3155451472,25413.0669872602
25193.0814162472,27192.9690006629
29247.3421206022,26496.8202223252
27248.279559829,27451.1176931598
27774.9368467831,29797.6745008927
27338.9468730883,30028.6191626628
26323.5798797559,26887.3134894184
29028.2234917286,27321.8274732991
26595.8674208652,26338.9808806617
26914.511191371,29468.9765327949
29739.9122211535,27396.9929131604
25788.8733570702,28521.0133201095
26244.0169419965,27421.7193559344
29719.6191738011,29318.4651346468
29803.2260838035,27003.7323071559
27112.9611885938,25657.7695098531
26364.6133225207,28570.8025784348
27522.834409005,29568.6483595225
24964.9694446082,27407.9987684051
26205.9683899554,29664.3835061498
27770.2072079712,27879.1108413533
26477.3080094341,26962.2868016969
27330.6456876541,26996.8055230651
25133.5857430471,28874.0550488743
27400.110636117,29032.3947550434
27358.8287504601,26075.5286923417
27267.8692680986,27616.154264454
29622.4192261983,26532.4658980056
27709.9197532415,25426.1438919753
24170.4236941102,28948.0612618453
27566.7393781285,29493.8642763995
27212.3046397017,27274.6721217804
26302.2850695708,27994.7173142271
29200.418045047,26711.2296152323
29289.7812261787,29834.7704791775
26878.1878733118,27998.0928477746
28002.2061098932,27282.2923860204
27140.3518409635,26454.0539264629
28923.1750176608,29324.4417824444
27984.6924480224,26563.5961571248
29347.4645368757,27491.8746842332
29761.858382919,27140.6023801891
27356.7113785788,28951.4521539484
29202.2864750611,26693.5968404936
26821.2638617168,26971.3912088609
25087.5697442587,25641.8332499547
29860.1811010231,27114.0633588869
26606.3269534305,28249.626542203
26947.293969126,29028.2234917286
27859.9367112427,27150.833633763
28527.3848484153,27030.1572274682
29499.0191308929,27850.9867581654
26164.6412003972,26785.8713002848
23477.5672278888,29028.2234917286
29304.2324213087,26644.9387346752
28497.3929282032,29156.7510407347
26775.2275054099,29761.858382919
29106.6716980791,26894.6291189221
27254.9369167573,27994.7173142271
29205.5220043402,28786.7082040839
29543.1491522685,28335.7876868402
26634.9757572251,27938.8089743379
28365.3980243698,27103.4853135753
27483.769873539,28183.0560346811
27663.2025045103,27435.2570377084
29688.9403046676,28069.9573281391
26783.0256552217,29664.3835061498
25473.5518814788,27916.5413910017
29028.2234917286,27651.711711701
26721.3746057865,26888.8134507004
28395.6081763718,27344.8754634102
29173.2254884601,27161.1443760324
26586.2117745806,26958.6689031503
26360.9311986883,28570.8025784348
26560.0033745194,27054.9994500344
25121.027057366,27533.5662317622
27543.9718331007,28443.0644093321
28029.196056326,28248.1692590702
28902.6580150809,27661.0600789655
25999.3379966918,26580.3773625133
27183.7159125776,27323.3727433384
26965.7297877746,28249.626542203
29032.3947550434,27965.6899448408
27406.0642011563,26910.1338053303
26291.5382030483,29124.6956451193
26858.352859639,27839.110289303
29423.1528974266,28232.2125603402
27106.4743046084,27247.5693672458
30028.6191626628,28005.5712711738
26846.7492600816,29236.6625445999
27531.9348783855,26646.9328951383
25376.4527325863,27333.5121651055
29586.0458965977,28232.2125603402
27519.5107606776,27065.0888720007
26998.7998952301,27527.6411813836
28215.865988678,29232.4673519607
29463.574349745,27162.1303701932
30033.60284922,27944.1237132325
25317.427752659,26326.5725302778
28910.826135729,28219.4861933383
27494.9413614303,26196.8794946837
27314.2845473665,28183.2346145099
29869.7742766408,27858.7231552129
27058.2037365251,28178.6317374275
27360.733778364,25370.1996905636
25898.8755100234,27775.5710762481
27600.5432450036,27542.610293483
27439.2915623773,27071.6459132168
27155.34674394,29221.5693815364
28418.9285255282,29343.2160383664
28059.7223204651,26185.6229322899
26563.3052244496,29797.6745008927
29832.4902165503,26916.6294172938
26984.4095027286,27234.1571067821
27545.7034581354,28240.1780448173
25724.5999029042,26524.276816368
27488.1166541297,26724.0360124575
26721.2817911706,28569.8589403019
25884.1874577809,28248.1692590702
28998.4613110565,27127.5952735587
28331.9974262174,27808.8746487368
24844.3287551522,26014.7351195485
27673.3346505303,28634.778896766
27329.6769155263,28902.6580150809
27541.5471404999,28050.3305871537
26781.5256484757,27340.1096130093
27018.9133678074,28109.6615919241
28923.1750176608,27951.030454464
27362.0108428998,26782.6551678726
25543.4804054264,27140.6023801891
29046.5629299422,28081.1698056897
26304.1292017278,29046.437116645
27616.6137497144,29027.9970611695
26819.928827218,27028.1484134769
28694.7981424069,27421.8421825614
27299.5307474963,28114.3813505358
26322.4974172853,28570.8025784348
29867.1545965692,27240.4279832731
28416.0745688541,29124.6956451193
29499.0191308929,29572.2158190883
28918.0211008754,29547.2268142528
27582.8015873871,25246.0140746005
26373.0432164192,29124.6956451193
26705.3996504447,28249.626542203
26879.9907217056,27537.3229161183
27317.6573578149,26981.0032643035
26762.7515316677,26230.01180092
27968.4891855597,28888.7217729931
29172.5272549825,25791.8597525494
25530.988520926,26429.8764628282
26949.3309147419,27847.1037911676
30059.8502723773,29287.910257878
28406.1484572906,28153.3233511402
25949.1928681387,27537.3229161183
27256.9923620119,28261.8425797573
27299.1638053188,27111.0808304556
25902.8489986847,29052.5162413025
27396.408068975,29433.35676922
27510.1113015434,26344.8603906775
27187.7764712877,28881.7564665088
27945.3212882825,27357.6736979396
26583.2820476646,29545.1555071985
29256.9997003402,27994.0376048455
27712.2617106535,27264.8930410826
25944.2065452654,27621.0792737271
26843.3676188571,27065.0888720007
26904.7175467313,27330.6456876541
29850.3860789197,27827.7459300219
26967.8271937886,28571.3746026872
27484.2118081216,29688.9403046676
27064.7223333429,29288.0559507475
27611.1572521066,28884.086100989
24294.9688176313,25718.7091496831
26366.8027252722,27171.8448348602
27271.8127716539,27909.4285167901
29648.3689999784,29568.6483595225
26769.6514831452,26874.6676687622
26701.8142975751,27109.7136555273
29365.2794996341,26804.7530541055
25805.7407528507,28585.1046783673
27394.6514423404,28154.0434963523
28080.3213433715,27461.2940194821
27375.4667907017,26731.6007419305
28216.8833407206,27505.8090464638
27227.1309160099,27893.5382272586
29047.3731686419,28065.3484531254
29720.9102646758,26250.4440343838
28891.883899794,27654.7021945799
27440.1168262515,27916.5413910017
27860.0144595624,29761.858382919
27395.3102607606,26973.9422489934
26660.8479366427,28153.3233511402
26317.0714403475,27972.2733384578
26960.7424655354,27767.8624369972
25688.3178528691,26443.8915635245
29274.1945424099,27525.3176317536
26171.1663279048,26384.8828308249
28512.9262232591,26393.7185314217
26360.9028021801,27432.8559698189
25582.108614897,29789.4387264394
26101.4794466968,27739.6195019154
29651.459025667,27448.0605745167
26935.0085251027,27615.6075293993
26348.5952288126,27583.3460066958
26311.1729927535,28863.1152787225
28128.9928554515,27396.6847508374
27206.277747415,28199.235041622
28193.6714821589,27649.2259300324
26916.804516678,28335.7876868402
29677.8272279951,29301.0929386505
27301.2491723816,28183.2346145099
29126.4028460773,25992.0122808169
26669.1860054218,28335.7876868402
26162.4858321884,29328.9096170443
27397.4179826802,27395.427116954
27134.7046055666,26260.6014111445
25521.1343933076,25355.084504627
26313.2156281161,26804.7530541055
25713.0238510518,29076.0917600961
27130.1276157644,27630.1958550441
27929.4759769785,26757.8388328774
26612.2084844374,27093.7812374861
26000.5129786803,27656.601605711
27692.3666024667,28710.2812104928
26632.3599250266,28335.7876868402
27541.8816282972,27889.1579104356
25135.518404884,26222.9246848997
24837.7770235326,27200.0984224691
28828.36662141,26662.3030093219
26771.5321065897,28199.235041622
26593.6625448724,27404.8149779005
29171.6552718745,28213.2865924287
27212.3046397017,29199.8855305834
26715.366508611,27461.2940194821
27446.1459899946,29348.1239505352
28534.9418072302,26182.1255330963
24420.8047908228,27194.3364932647
26401.400026602,26671.1152652596
29352.3863460879,28104.7732825862
26498.8673362556,28959.5981437684
28066.7156403441,28851.4917496638
28055.8048577369,28888.7217729931
29208.210506804,27924.0975633937
27103.1052337658,26927.3141068798
27891.4377326455,27432.8559698189
26250.062901694,28261.2241775199
28830.861170933,26887.7050840743
29054.1748618821,26390.1104973839
25451.8615518437,26768.6063783021
28512.1334478304,28183.3218849813
27640.157788858,27197.6103051621
29554.0592243122,27140.6023801891
26357.9831096708,28694.1143153513
28178.6317374275,29446.559523552
27681.9181016854,28137.8440121193
27665.8784081421,28416.0823719883
27176.5519256173,27195.6084642013
26994.6928717374,26312.1058093588
29673.5130194785,28950.6712891006
26381.8814542203,27110.8514964139
27317.6573578149,28638.4125515284
29424.9453366116,27323.3727433384
24465.6057448732,26963.1259007643
26958.2810264624,26309.7586872541
28081.0092857657,27615.1196728713
26985.4213181588,28292.2271855837
25377.963151411,27317.3030513057
28281.5498071566,28940.1789759191
27839.9537998315,29664.3835061498
28691.3404286454,27527.6411813836
27234.7411924691,29738.4891999574
26874.4450437789,27214.8420960963
26993.9595966392,27333.5121651055
27467.3463014799,26629.7684106045
27699.883075992,29069.4203782942
25692.4428940147,27210.5591133189
27393.0959073212,25519.7820608156
28260.3863855147,29298.1085642431
27718.7924291173,25090.801047412
28774.629007805,26666.5633439462
27297.2209832547,27587.6326480202
26540.5744348705,28515.7922208841
26630.0451506685,28001.6672127521
27442.2720473952,27498.7708096271
27328.8766955893,28637.5777125202
25195.619602481,28254.5251963247
27302.9886050125,28239.3979360653
27151.0208977507,26342.9519132344
27103.1052337658,27806.5311474584
29242.7765482703,28039.8751378622
25845.2923737829,26633.354442141
26730.7344870218,27219.0727980145
26396.1480760587,28038.3023265525
26353.78835619,27600.5432450036
26591.4125208905,28781.0459787984
28601.5992697137,28851.4917496638
28644.6512971124,28178.6317374275
25658.2295174496,26563.3376735559
26971.6653260658,28820.8140723395
29479.5595170196,26893.6036553943
26888.2057867564,27664.0597448139
27393.8136259718,28207.619652618
26775.6135646642,29291.2267768507
27228.301845861,27910.4857251447
28152.3359039378,28232.2125603402
27329.9783124425,27623.7081857266
26824.532944303,26826.0442516964
27740.6431406602,29467.6689966672
28731.8878977248,27374.985115502
26371.5235834307,28227.762211487
24913.7415027948,28585.1046783673
26036.7923732377,27893.7243049105
29832.4902165503,26773.7386011531
25790.8518936411,27085.4220370403
25785.0752165966,28335.7876868402
25854.0818568456,29444.6638628396
29045.3306722058,28948.1962305151
27650.8019689473,29201.8268479948
27071.8511932272,27839.9661840486
25909.7452453942,26905.8464407071
27295.3473173922,27840.0401580077
26938.21686119,26825.5746576098
29074.3047337318,26119.1335352487
27449.9166011499,26383.6089798053
29316.1433447668,27581.5717408729
26968.9547127462,27242.5293114517
28055.3443942188,26151.2966829794
29803.2260838035,26013.5306201904
27760.8099289646,26445.7489961217
29289.7812261787,28854.6176838888
26686.7152076961,26092.9711582171
27674.9935088575,27351.8500109864
26060.5399094971,29282.9438810362
26385.1046543377,28690.3450227843
28253.5649341405,27824.4221233449
24696.0259465139,28739.9050098436
26313.4094865225,26693.5968404936
29346.7160739939,27206.4176827781
26441.213525095,27572.2582254064
28774.0677725424,27018.9204501801
27605.6666675394,25902.8739540135
29181.510019303,27718.7924291173
28248.3935335739,27955.8288091729
24944.7298925477,26116.3970575747
26544.8277780845,25785.5170380103
26577.2232142569,29288.0559507475
27655.0912187988,27026.9008570438
27379.7232365125,25330.7606335636
28461.6291344324,27839.110289303
28259.9210382662,28570.8025784348
26332.8874406523,29474.6728256655
25710.09699129,27916.5413910017
25008.1265316294,27272.4875262301
26785.4198500684,28257.6055028888
29914.4147731537,26505.5282109527
28037.3306154485,27689.9109907679
26853.1859866277,29783.0059033508
27235.8918427592,27187.7140767611
27805.7271952623,29134.1165509038
26206.2843386205,26877.9928537025
26309.1883568596,29729.9594742144
27328.0640993252,26084.1430191346
28256.6212106991,29790.7349619047
27408.5628980571,27335.2974419995
26424.4063819068,29568.6483595225
28146.3718225172,27650.8019689473
26550.9600392407,26724.5144296681
26962.0835383573,27603.2977263912
29513.7862154814,27111.0808304556
27850.4284607208,28249.626542203
28254.8457664532,29537.7834293892
29091.6593791903,27460.9293665842
28179.3700676136,27645.3501864598
27186.3670999779,26025.9781290934
26001.9411837091,26958.4415524539
26926.6582379844,29664.3835061498
26534.0181448664,27315.8043448418
28513.5182156418,27248.279559829
27105.2943187393,27645.3501864598
27616.6972505705,26664.7718963705
24671.4574201967,27963.7303407075
29126.4028460773,27827.5003796926
27129.0162399543,28781.0459787984
29618.7705387588,27242.172307936
26220.2086363037,28853.5903500941
27764.5853298969,28227.0382839651
27727.2464628287,28227.0382839651
28334.4526383684,28261.2241775199
27618.9761812311,26878.1878733118
27619.9945305961,26255.3962312692
26740.1092522758,27925.1021953112
26974.7532004994,28781.0459787984
27441.2349328534,27766.0855458494
26565.870044203,27426.6795945338
27292.0575402156,27110.8514964139
25851.2280969722,27872.8587476224
26896.7012342705,29817.9862428386
27151.6127311893,27171.8448348602
26019.8450929534,26731.3874621324
21971.2397217866,27018.9204501801
29137.610310645,28036.103608264
27213.2689378438,27591.8417767712
26704.684808408,28895.0344407366
25902.9291447775,27211.3772183077
25061.2136884808,26204.3843559836
28316.8472767083,27206.4176827781
27848.7888024545,27584.3401906042
27508.7570994786,29848.6204439787
28724.0321402569,26834.1674662045
28029.9579726815,28248.1692590702
27330.6456876541,28149.7736072279
27227.2843169057,28701.6278982012
27575.2104037537,29676.8958088936
27439.2915623773,27744.693694903
28154.0434963523,28790.5417111743
26352.4350300099,29664.3835061498
26778.5899221245,29054.1748618821
29019.7625746528,28335.7876868402
28071.5814184519,27617.1496017171
26845.9625115409,27391.4782843051
27315.8997411565,29537.7834293892
28997.965382842,27020.1309653258
25420.336526122,26182.1255330963
27485.4021518946,27684.436101044
27024.1613164671,28638.4125515284
26458.2441912016,27126.9028034013
27071.6459132168,27358.4832050448
27231.6495204651,28324.0728258649
27257.5491823732,27432.8559698189
28286.1388248023,28796.423254825
27032.7019390948,27340.5364705442
28707.9609972615,29060.9499640231
27418.24862272,29221.5693815364
24931.9973053695,27425.9815844011
28059.0269620943,27096.7088327627
28590.8211253304,27622.8145809565
27919.5141342374,27510.0556780254
26877.032005162,28272.763774566
26322.4974172853,27313.3886757671
26250.4408313764,27998.1298165796
28707.9273937493,28248.1692590702
26931.9071704025,27773.6871310061
26662.0155639576,28475.6111250268
28105.8430179875,26910.4905676452
27242.8169487142,28892.9742395046
27589.028102759,26433.7964250567
26543.2567716438,27699.2604689177
27519.2424198402,28215.093088885
28663.3060242169,27827.5003796926
26897.440136265,28705.1066705814
27363.5224435336,29675.8609841472
26714.0949586861,26646.9328951383
26745.198631397,27234.1571067821
27453.0152520848,27881.1950437619
27389.1078980155,28781.0459787984
27962.0482975635,26254.1731264965
27517.3404429346,27465.1705224896
28668.7351139831,27715.4337004601
25986.4835808165,27850.2049816343
26781.7810791632,27485.4759470368
28246.5560222544,26886.4029653093
26736.6050286597,28454.1870466602
28116.0932682739,29221.5693815364
29565.8195614739,27910.4857251447
29571.3552305196,28067.8595026104
29112.1314976853,28166.2474352926
27347.1127077127,29159.6538805535
28438.2317058983,29298.1085642431
26472.8221004749,29664.3835061498
27263.8056748723,26651.0281163432
25902.8489986847,27292.5553767273
28141.3815267733,28104.7732825862
25301.2685146969,29061.2018306408
24968.3950411087,26303.602047008
29074.3047337318,27351.4478869838
26759.6940410349,28193.4191851671
25283.6364547593,25519.7820608156
27276.8503885301,27928.9125126207
27535.8432681176,28020.9815883437
26101.1400904672,27020.1309653258
28069.9573281391,27347.7018245474
26093.8563143389,27168.9704319486
27525.10259167,29318.4651346468
26833.3257603451,27850.2049816343
26447.3773933933,26127.9011637922
29797.4707696239,27797.1769080577
26755.1594677666,27175.0122337224
27806.8153143041,27716.2569876201
23817.8444648102,28416.0823719883
26098.1375651953,28888.7217729931
29524.3549395258,29729.9594742144
26241.713806205,27407.9987684051
29502.9981405814,26957.0463608393
28055.3443942188,26604.2065926369
27580.5771191545,29568.6483595225
26583.2820476646,27317.6573578149
27680.7353588455,26458.9616616224
27884.1816281183,26961.1839894889
28921.9988185097,26577.7364652813
28029.9579726815,27587.6534212542
26415.2722086657,25905.833602632
27688.0022691562,29664.3835061498
28020.3445942536,27620.7562773087
25241.2216179746,29675.8609841472
27765.6629479449,26767.7673451286
27435.8278121355,28003.0451935611
27777.8942495461,27803.8793245316
26608.5101594569,27373.3787796717
27815.1841898944,27179.3949489083
27181.0926208333,26918.3875902963
27893.7243049105,28415.8811618266
27926.6921611081,27028.1484134769
24721.8762972751,29568.6483595225
28749.8008424313,27850.9867581654
28436.9223911826,27827.0394092084
27513.9961894172,27087.5344114961
27289.9835149489,26382.8315377705
28432.3765914259,27185.45234984
26549.6889995155,25737.6104644181
28713.6592336857,27351.4478869838
25601.4752636671,27124.3468969145
27190.4600730864,27645.3501864598
24810.0432377051,27924.0975633937
27290.7781963916,27850.9867581654
27805.4367697214,27856.4193943223
27879.1644816376,27439.0685154231
29846.7928224063,28691.4047202976
28556.8535965522,27475.5718430582
26655.6397348396,27862.0982397207
28683.3030473853,28256.2161425976
26357.0863753476,27156.4166719426
29692.1973355817,28716.3326272175
28920.7881371935,29660.0506274993
27780.364247213,28335.7876868402
29749.7987711701,27235.8918427592
29673.334988648,26850.3752503016
26478.4889834028,27103.4853135753
27603.0879719343,27184.1132384042
27544.2665055412,29701.0649235191
27099.9344565857,26042.2963475168
26575.4000444112,27827.5003796926
28900.3242682156,29531.965638725
27582.131798771,28837.7736694867
27452.3277554799,27794.6778552345
27862.0140997671,29029.4521889318
28056.5001462582,27064.3856168719
26320.8821050399,27481.8880342949
28435.7958008567,29124.6956451193
28926.065104058,27356.4570347317
28329.4213082367,27615.1196728713
27556.3675148162,28969.5188646327
29602.8066991916,27067.9992137621
23362.6909204611,28335.7876868402
27577.7001054551,26782.3201530135
27134.1700309619,28154.0434963523
27462.7711540247,28902.6580150809
29778.7059178435,27708.6415262637
27527.3374962139,28213.2865924287
26745.4852062217,28629.850928319
29288.0559507475,27797.1769080577
26543.2567716438,27179.3949489083
27248.4650790788,27713.3596458176
28121.4374955648,27307.4031862961
26124.7944480769,28686.8868506883
26290.95935301,27370.2963161209
28881.7564665088,28048.2552424616
27351.2308188459,27793.3846418617
27373.6357806204,28057.1926108557
27184.6983840953,29029.4521889318
26227.2503169646,27797.1769080577
28536.6237602622,28585.1046783673
27141.5795206874,28860.6321935227
23634.2528348542,29339.4216853365
24831.1728872526,28014.9091586346
26072.0014692416,27017.5077630515
27793.5198492464,26742.8349581119
27627.5068874186,27684.7780328599
27142.4211209323,27202.8631511119
27482.8546659152,27030.1572274682
27298.2722103849,26779.2368418452
29893.2230709532,27615.6075293993
29794.8586748892,29701.0649235191
26496.8202223252,26991.6074637536
28292.2271855837,27429.0875827631
28638.4125515284,29282.9438810362
29664.3835061498,27194.3364932647
27058.5804177437,27998.0928477746
28081.1698056897,27272.4875262301
30042.3558716091,27767.7784551357
26530.2439204035,27448.0605745167
29531.965638725,27375.8829711806
29522.0018766727,28705.1066705814
25847.7226512594,26949.2364681661
29541.8280498755,28009.6327149931
27246.9433187699,28352.8972816949
27474.9975146058,28637.5777125202
27879.1108413533,26786.9739192045
29531.965638725,29531.965638725
29328.9096170443,27246.266774075
27001.3922021768,27030.1572274682
27600.5432450036,29493.8642763995
27592.0565898425,27641.6889538249
26442.1543631127,28141.8406744596
29175.9357354947,27161.1443760324
27448.0605745167,27082.3071288065
26810.1745045182,29729.9594742144
27067.4659131622,29288.0559507475
29387.9223656785,29533.3389341304
26410.112741352,27156.7069632953
29841.6760953723,26809.9293618693
28490.677894271,27203.5016439125
27692.3666024667,27184.8118769736
25854.2872840602,27862.0982397207
29343.6184486849,26407.0124105997
27513.56764638,29375.4424912674
26996.8055230651,26981.0032643035
24967.3999144418,26505.8259910288
28592.8067892576,28568.188567231
26447.9091587971,27018.9133678074
25333.9666223853,27870.4247933235
27695.0611902263,27758.1105988236
28234.9052222733,27103.4764406994
27328.7578303926,27093.7812374861
29327.1058486088,26291.7159538267
28211.8676901463,28038.3023265525
28312.7479045582,27442.1337880117
27381.6116390604,26856.9968872064
26495.5188543269,28363.152920857
27661.0600789655,29623.0893111713
29274.1945424099,28183.0560346811
29091.6593791903,29688.9403046676
25662.0891619405,25976.6716253308
26571.6689566264,29675.8609841472
25671.2442238562,27928.9125126207
27529.7554413808,26752.2894841903
25863.6088315846,28440.7626934058
26855.3633325588,26541.6860398708
26760.0569796882,29676.8958088936
29288.0559507475,27168.9704319486
28415.8811618266,27219.0727980145
27372.3357038938,27686.2799475301
27359.9829258245,27916.5413910017
27459.3071546827,28820.8140723395
29238.415210871,27797.1769080577
26526.4437568643,27898.3962932857
26436.6383594508,27792.2778059412
28123.4152912868,27363.1814864136
29097.2587138018,27374.985115502
27805.3551667095,28594.260120245
26814.5898502555,27395.427116954
27407.9987684051,26454.5714491101
27169.4585060802,28729.9541943578
27610.8179190617,27828.725352011
29291.3827695217,29688.9403046676
27787.0121733551,27323.3727433384
27812.2677348969,25993.5822858146
28270.387967961,27374.985115502
29288.0559507475,26322.2916032547
29324.4821265584,26757.8388328774
27408.3780937464,26993.112434162
25872.9755162685,26887.7050840743
28475.6111250268,27592.207195654
25735.5965675705,29828.0108402851
26901.9967537048,27906.100415405
26593.3276182033,25728.9809076144
28714.4556043428,26275.2979737276
27853.7497713962,27252.3391525236
27460.478827442,27731.470343798
27546.3172859518,27679.183772356
26055.3940252129,28959.5981437684
28016.6051076445,26751.9194905861
26916.045637783,27226.8682128147
27910.4857251447,25788.1885142568
27463.3846039747,29339.4216853365
29664.3835061498,27876.2558421024
